,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_cap
0,-1.730864877400689,60,1151.0,-0.2392060917631084,-0.33580085080990196,1454.0,,925.0,1311.0,1459.0,1052.0,1382.0,150.0,1260.0,1445.0,1220.0,445.0,7,5,1.0510764723311707,0.8786680880058696,1141.0,1434.0,515.0,504.0,445.0,0.7343934691623771,488.0,1282.0,647.0,618.0,1311.0,953.0,418.0,0.6096581194093901,1256.0,0.0,-0.9516489566569074,-0.48123598788643,1428.0,741.0,1365.0,1334.0,-0.8253998632711711,1.1623947856948835,0,0.4161243073571937,1,0,2,1,3,1,586.0,8,1360.0,0,690.0,870.0,0.9924258852482346,422.0,2,0.3667433077929035,1311.0,1326.0,1340.0,-0.7786910460029173,0.3216602515416554,0.0,0,0.0,0,,,,0,2,2008,1267.0,1198.0,0.4388574026170728,65.0
1,-1.728492204505006,20,1151.0,0.5971321097315357,-0.024547662142335974,1454.0,,925.0,1311.0,1459.0,47.0,1382.0,11.0,81.0,1445.0,1220.0,726.0,6,8,0.15671708450979704,-0.4295769652193609,1141.0,1434.0,220.0,214.0,864.0,-0.6574070341163675,906.0,1282.0,634.0,618.0,1311.0,134.0,220.0,1.2346139818171178,1256.0,0.0,-0.6448944194166475,0.5215999834708621,1428.0,741.0,1365.0,1334.0,0.28297859878903847,-0.795368365966225,0,-0.5002456024250949,0,1,2,0,3,1,735.0,6,1360.0,1,313.0,870.0,-0.10154317610852794,422.0,2,-0.05467998367446562,1311.0,1326.0,1340.0,1.7279337462413968,-0.7956634351192842,0.0,0,0.0,0,,,,0,5,2007,1267.0,1198.0,0.0486984555398326,80.0
2,-1.7261195316093232,60,1151.0,-0.07193845146417956,0.42203299985895437,1454.0,,484.0,1311.0,1459.0,1052.0,1382.0,150.0,1260.0,1445.0,1220.0,445.0,7,5,0.9848276287888467,0.8302145675160463,1141.0,1434.0,515.0,504.0,445.0,0.49295868798137044,488.0,1282.0,647.0,618.0,1311.0,114.0,418.0,0.10417911305019843,1256.0,0.0,-0.30151247474471465,-0.32315347023404895,1428.0,741.0,1365.0,1334.0,-0.6506801057050297,1.189904338177241,0,0.5715799170524034,1,0,2,1,3,1,586.0,6,1360.0,1,313.0,870.0,0.9113911399625485,422.0,2,0.6540773701570188,1311.0,1326.0,1340.0,-0.7786910460029173,-0.02635860168060445,0.0,0,0.0,0,,,,0,9,2008,1267.0,1198.0,0.6556123732155396,68.0
3,-1.7237468587136402,70,1151.0,-0.5179854922613231,-0.03808040947570841,1454.0,,484.0,1311.0,1459.0,263.0,1382.0,51.0,1260.0,1445.0,1220.0,445.0,7,5,-1.8638726435310842,-0.720298088158301,1141.0,1434.0,206.0,38.0,864.0,-0.6574070341163675,906.0,1282.0,146.0,686.0,65.0,953.0,220.0,-0.5161814856633549,1256.0,0.0,-0.058855900509882104,-0.7282399217182753,1428.0,241.0,1365.0,1334.0,-0.5387502610142203,0.9377334404222973,0,0.43044258719754197,1,0,1,0,3,1,586.0,7,1360.0,1,380.0,387.0,0.7898390220340193,605.0,3,0.8169000054966842,1311.0,1326.0,1340.0,-0.7786910460029173,-0.1545760739203844,0.0,0,0.0,0,,,,0,2,2006,1267.0,101.0,-0.5509902964492588,60.0
4,-1.7213741858179572,60,1151.0,0.8201556301301075,1.236704389327975,1454.0,,484.0,1311.0,1459.0,47.0,1382.0,41.0,1260.0,1445.0,1220.0,445.0,8,5,0.9517032070176847,0.7333075265363995,1141.0,1434.0,515.0,504.0,445.0,1.8279510074528191,488.0,1282.0,647.0,618.0,1311.0,221.0,418.0,0.4924788952079411,1256.0,0.0,-0.1733165487338597,0.23260538088760307,1428.0,741.0,1365.0,1334.0,-0.0364309580115638,1.6185948643606454,0,1.4143129590843295,1,0,2,1,4,1,586.0,9,1360.0,1,313.0,870.0,0.8708737673197054,422.0,3,1.745946807140657,1311.0,1326.0,1340.0,0.8363155315504663,0.7429462317580753,0.0,0,0.0,0,,,,0,12,2008,1267.0,1198.0,1.0385461546061643,84.0
5,-1.7190015129222744,50,1151.0,0.8759115102297504,1.197459422061195,1454.0,,484.0,1311.0,1459.0,1052.0,1382.0,49.0,1260.0,1445.0,1220.0,154.0,5,5,0.7198322546195508,0.4910399240872828,1141.0,1434.0,515.0,504.0,864.0,-0.6574070341163675,906.0,1282.0,3.0,618.0,1311.0,953.0,418.0,0.6693965474336582,1256.0,0.0,-1.148521271602149,-0.6294383481855372,1428.0,741.0,1365.0,1334.0,-0.9891996359894286,0.5021655261183037,0,-0.2956987475629769,1,0,1,1,1,1,735.0,5,1360.0,0,690.0,870.0,0.5872521588198041,605.0,2,0.041098037113572815,1311.0,1326.0,1340.0,-0.44223134234596234,-0.24615998266308436,0.0,320,0.0,0,,157.0,49.0,700,10,2009,1267.0,1198.0,-0.5076393023295654,85.0
6,-1.7166288400265914,20,1151.0,0.31835270923332104,0.10644933204470919,1454.0,,925.0,1311.0,1459.0,1052.0,1382.0,86.0,1260.0,1445.0,1220.0,726.0,8,5,1.0842008941023327,0.9755751289855163,1141.0,1434.0,515.0,504.0,128.0,0.6633832394032575,488.0,1282.0,647.0,121.0,1311.0,221.0,418.0,2.1329880340282266,1256.0,0.0,-0.5693503915888222,1.5688966629178864,1428.0,741.0,1365.0,1334.0,1.462336962360493,-0.795368365966225,0,0.3833968105792548,1,0,2,0,3,1,586.0,7,1360.0,1,380.0,870.0,1.0329432578910778,422.0,2,0.7881665992602725,1311.0,1326.0,1340.0,1.3662395648101704,0.24839312454749543,0.0,0,0.0,0,,,,0,8,2007,1267.0,1198.0,1.862215042880338,75.0
7,-1.7142561671309084,60,1151.0,0.039573308735106325,0.1871045061516089,1454.0,,484.0,1311.0,1459.0,263.0,1382.0,73.0,19.0,1445.0,1220.0,445.0,7,6,0.05734381919631108,-0.5749375266888309,1141.0,1434.0,222.0,207.0,128.0,1.0468384801025032,906.0,1282.0,634.0,618.0,1311.0,114.0,220.0,0.961195792013737,33.0,0.0,-0.800560901001257,0.13874388603150184,1428.0,741.0,1365.0,1334.0,-0.14017081406646026,1.4581224748802266,0,1.193402355833242,1,0,2,1,3,1,735.0,7,1360.0,2,313.0,870.0,-0.2230952940370571,422.0,2,0.060253641271180505,1311.0,1326.0,1340.0,1.198009712981693,2.629574751857694,0.0,0,0.0,0,,,49.0,350,11,2009,1267.0,1198.0,0.3160295859446083,70.0
8,-1.7118834942352257,50,218.0,-1.0197884131581096,-0.9664268765450574,1454.0,,925.0,1311.0,1459.0,1052.0,1382.0,113.0,48.0,1445.0,1220.0,154.0,7,5,-1.3338818951924925,-1.689368497954768,1141.0,1434.0,50.0,38.0,864.0,-0.6574070341163675,906.0,1282.0,146.0,686.0,1311.0,953.0,430.0,-1.0124699646341975,1256.0,0.0,0.8842998408556934,-0.24411221140785846,1428.0,241.0,1365.0,27.0,-0.3722204920839918,0.9285635895948449,0,0.5470342944689492,0,0,2,0,2,2,735.0,8,31.0,2,313.0,387.0,-1.9248249450364656,605.0,2,-0.016368775359250243,48.0,1326.0,1340.0,-0.02165671277476867,-0.7956634351192842,0.0,0,0.0,0,,,,0,4,2008,1267.0,101.0,-0.6969386433188931,51.0
9,-1.7095108213395427,190,1151.0,-1.0755442932577526,-0.6145754458773741,1454.0,,925.0,1311.0,1459.0,263.0,1382.0,58.0,48.0,2.0,31.0,14.0,5,6,-1.0688865210231964,-1.689368497954768,1141.0,1434.0,220.0,214.0,864.0,-0.6574070341163675,906.0,1282.0,146.0,686.0,1311.0,953.0,418.0,0.942814737237039,1256.0,0.0,-0.974541086301703,-0.14778067721343877,1428.0,741.0,1365.0,1334.0,-0.22207070042558905,-0.795368365966225,0,-0.8786572839200132,1,0,1,0,2,2,735.0,5,1360.0,2,313.0,870.0,-1.600685963893721,422.0,1,-1.2758497487219556,14.0,1326.0,1340.0,-0.7786910460029173,-0.7223963081251241,0.0,0,0.0,0,,,,0,1,2008,1267.0,1198.0,-0.8688975866603434,50.0
